0.0	-0.0110671936759	ML45
1.0	-0.0149915302089	ML42
2.0	-0.018915866742	ML41
3.0	-0.022840203275	ML40
4.0	0.023235460192	ML39
5.0	0.0193111236589	ML38
6.0	0.0153867871259	ML37
7.0	-0.0385375494071	ML36
8.0	0.00753811405985	ML35
9.0	0.00361377752682	ML34
10.0	-0.000310559006211	ML33
11.0	-0.00423489553924	ML32
12.0	0.0418407679277	ML31
13.0	0.0379164313947	ML29
14.0	0.0339920948617	ML28
15.0	0.0300677583286	ML27
16.0	-0.0238565782044	ML26
17.0	-0.0277809147374	ML22
18.0	-0.0317052512705	ML21
19.0	0.0143704121965	ML20
20.0	0.0104460756635	ML07
21.0	-0.0434782608696	ML19
