0.0	0.0123395445135	ML78
1.0	0.014299719888	ML77
2.0	0.0162598952625	ML76
3.0	2.71822007064	ML75
4.0	0.0201802460114	ML74
5.0	-0.0278595786141	ML73
6.0	-0.0758994032396	ML71
7.0	-0.0739392278651	ML72
8.0	-0.0719790524906	ML69
9.0	-0.620018877116	ML68
10.0	-0.0180587017416	ML66
11.0	-1.66609852637	ML65
12.0	0.0358616490074	ML64
13.0	-0.0121781756181	ML63
14.0	-0.0602180002436	ML62
15.0	-0.00825782486908	ML61
16.0	-0.0562976494946	ML60
17.0	-0.00433747412008	ML58
18.0	-0.00237729874559	ML57
19.0	-0.000417123371088	ML56
20.0	0.00154305200341	ML54
21.0	0.00350322737791	ML55
22.0	0.00546340275241	ML52
23.0	0.0074235781269	ML53
24.0	0.0093837535014	ML50
25.0	0.0113439288759	ML51
26.0	0.0133041042504	ML49
27.0	0.0152642796249	ML46
28.0	0.617224454999	ML48
29.0	-0.180815369626	ML47
30.0	0.0211448057484	ML45
31.0	0.0231049811229	ML44
32.0	0.0250651564974	ML43
33.0	-0.722974668128	ML42
34.0	0.0289855072464	ML41
35.0	0.0309456826209	ML40
36.0	0.0829058579954	ML39
37.0	0.0348660333699	ML38
38.0	0.0368262087444	ML37
39.0	0.0387863841189	ML36
40.0	0.0407465594934	ML35
41.0	0.0427067348679	ML34
42.0	0.0446669102424	ML33
43.0	0.0466270856169	ML32
44.0	-2.50141273901	ML31
45.0	0.100547436366	ML29
46.0	0.0525076117403	ML28
47.0	0.0544677871148	ML27
48.0	0.0564279624893	ML26
49.0	0.0583881378638	ML22
50.0	0.0603483132383	ML21
51.0	0.0623084886128	ML20
52.0	0.0642686639873	ML07
53.0	0.0662288393618	ML19
54.0	0.0181890147363	ML18
55.0	0.0701491901108	ML17
56.0	0.0721093654853	ML16
57.0	0.0740695408598	ML15
58.0	0.0760297162343	ML14
59.0	0.577989891609	ML12
60.0	0.0299500669833	ML06
61.0	0.0819102423578	ML10
62.0	0.0838704177323	ML08
63.0	0.0858305931068	ML05
64.0	0.0877907684813	ML04
65.0	0.0397509438558	ML03
66.0	0.0917111192303	ML09
67.0	0.0936712946048	ML02
68.0	0.0456314699793	ML01
