0.0	0.0239769820972	ML77
1.0	0.0744026033515	ML76
2.0	2.07482822461	ML75
3.0	0.0252538458602	ML74
4.0	-0.0743205328854	ML71
5.0	-0.0738949116311	ML69
6.0	-0.0734692903768	ML68
7.0	-1.02304366912	ML67
8.0	-0.0226180478681	ML65
9.0	-0.0221924266137	ML64
10.0	-0.0717668053594	ML63
11.0	-0.0213411841051	ML62
12.0	-0.0709155628507	ML61
13.0	-0.0704899415964	ML60
14.0	-0.070064320342	ML59
15.0	-0.0696386990877	ML58
16.0	-0.0692130778333	ML57
17.0	-0.068787456579	ML56
18.0	-0.0683618353247	ML55
19.0	-0.0679362140703	ML54
20.0	-0.067510592816	ML53
21.0	-0.117084971562	ML52
22.0	-0.0666593503073	ML51
23.0	-0.0662337290529	ML50
24.0	-0.0658081077986	ML49
25.0	-0.0153824865443	ML48
26.0	-0.0149568652899	ML47
27.0	-0.0145312440356	ML46
28.0	-0.0141056227812	ML45
29.0	-0.0136800015269	ML44
30.0	-0.113254380273	ML43
31.0	-0.0628287590182	ML42
32.0	-0.0624031377639	ML41
33.0	-0.0619775165095	ML40
34.0	-0.0615518952552	ML39
35.0	-0.0611262740008	ML38
36.0	-0.0607006527465	ML37
37.0	-0.0602750314922	ML36
38.0	-0.00984941023781	ML35
39.0	-0.00942378898347	ML34
40.0	-0.00899816772913	ML33
41.0	-0.00857254647479	ML32
42.0	-0.10814692522	ML31
43.0	0.0422786960339	ML29
44.0	0.0427043172882	ML28
45.0	-0.00687006145742	ML27
46.0	-0.00644444020308	ML22
47.0	-0.00601881894873	ML21
48.0	-0.00559319769439	ML20
49.0	-0.00516757644005	ML07
50.0	0.0452580448143	ML19
51.0	-0.00431633393137	ML18
52.0	-0.053890712677	ML17
53.0	-0.00346509142268	ML16
54.0	-0.00303947016834	ML15
55.0	-0.002613848914	ML14
56.0	0.89781177234	ML13
57.0	-0.00176260640531	ML12
58.0	-0.00133698515097	ML11
59.0	-0.000911363896629	ML10
60.0	-0.000485742642287	ML06
61.0	-6.01213879452e-05	ML08
62.0	0.000365499866397	ML09
63.0	0.000791121120739	ML05
64.0	0.00121674237508	ML04
65.0	0.00164236362942	ML03
66.0	0.00206798488377	ML02
67.0	-0.0475063938619	ML01
