0.0	-0.0500190258752	ML78
1.0	-0.0472993976033	ML77
2.0	2.20542023067	ML75
3.0	-0.0418601410594	ML76
4.0	-0.0391405127875	ML74
5.0	-0.136420884516	ML71
6.0	-0.0337012562437	ML73
7.0	-0.0809816279718	ML72
8.0	-0.1282619997	ML70
9.0	-0.125542371428	ML69
10.0	-0.072822743156	ML68
11.0	-0.120103114884	ML66
12.0	-0.0673834866122	ML65
13.0	-0.0646638583403	ML64
14.0	-0.111944230068	ML63
15.0	-0.0592246017965	ML62
16.0	-0.0565049735246	ML61
17.0	-0.103785345253	ML60
18.0	-0.0510657169807	ML59
19.0	-0.0483460887088	ML58
20.0	-0.0456264604369	ML57
21.0	-0.092906832165	ML52
22.0	-0.0901872038931	ML56
23.0	-0.0874675756212	ML54
24.0	-0.0347479473492	ML53
25.0	-0.0820283190773	ML55
26.0	-0.0793086908054	ML50
27.0	-0.0765890625335	ML49
28.0	-0.0738694342616	ML46
29.0	-0.0711498059897	ML51
30.0	-0.0684301777178	ML45
31.0	-0.0657105494458	ML44
32.0	-0.0629909211739	ML47
33.0	-0.060271292902	ML43
34.0	-0.0575516646301	ML48
35.0	-0.0548320363582	ML41
36.0	-0.0521124080863	ML42
37.0	0.00060722018565	ML40
38.0	-0.0466731515424	ML39
39.0	-0.0439535232705	ML38
40.0	0.00876610500139	ML37
41.0	0.0114857332733	ML36
42.0	0.0142053615452	ML35
43.0	0.0169249898171	ML34
44.0	0.0196446180891	ML33
45.0	-1.27763575364	ML31
46.0	0.0250838746329	ML32
47.0	0.0778035029048	ML29
48.0	0.0805231311767	ML28
49.0	0.0332427594486	ML27
50.0	0.0359623877205	ML26
51.0	0.0886820159925	ML22
52.0	0.0914016442644	ML20
53.0	0.0941212725363	ML21
54.0	0.0468409008082	ML07
55.0	0.0495605290801	ML19
56.0	0.052280157352	ML18
57.0	0.00499978562394	ML17
58.0	0.0577194138959	ML16
59.0	0.0604390421678	ML15
60.0	0.0631586704397	ML14
61.0	0.0658782987116	ML12
62.0	0.0685979269835	ML06
63.0	0.0713175552554	ML11
64.0	0.0740371835273	ML10
65.0	0.0767568117993	ML08
66.0	0.0794764400712	ML03
67.0	0.0821960683431	ML04
68.0	0.084915696615	ML05
69.0	0.0876353248869	ML09
70.0	0.0903549531588	ML02
71.0	0.0430745814307	ML01
