0.0	-0.228205128205	ML78
1.0	-0.25841025641	ML77
2.0	-0.188615384615	ML76
3.0	2.63117948718	ML75
4.0	-0.149025641026	ML74
5.0	-0.129230769231	ML73
6.0	-0.109435897436	ML72
7.0	-0.139641025641	ML71
8.0	-0.119846153846	ML69
9.0	-0.950051282051	ML68
10.0	0.469743589744	ML67
11.0	-0.0604615384615	ML66
12.0	-1.89066666667	ML65
13.0	0.0291282051282	ML64
14.0	-0.00107692307692	ML63
15.0	0.0187179487179	ML62
16.0	0.0385128205128	ML61
17.0	0.0583076923077	ML60
18.0	0.0781025641026	ML58
19.0	0.0978974358974	ML57
20.0	0.117692307692	ML56
21.0	0.0874871794872	ML55
22.0	0.157282051282	ML54
23.0	0.127076923077	ML53
24.0	0.146871794872	ML52
25.0	0.166666666667	ML51
