0.0	-0.0911910197869	ML78
1.0	-0.0888178768195	ML77
2.0	-0.0864447338521	ML76
3.0	2.21592840912	ML75
4.0	-0.131698447917	ML74
5.0	-0.0793253049499	ML73
6.0	-0.126952161983	ML72
7.0	-0.124579019015	ML71
8.0	-0.122205876048	ML70
9.0	-0.11983273308	ML69
10.0	-0.067459590113	ML68
11.0	-0.0650864471456	ML66
12.0	-0.0127133041782	ML65
13.0	-0.0103401612108	ML64
14.0	-0.0579670182434	ML63
15.0	-0.055593875276	ML62
16.0	-0.0532207323086	ML61
17.0	-0.100847589341	ML60
18.0	-0.0484744463738	ML59
19.0	-0.0461013034064	ML58
20.0	-0.043728160439	ML57
21.0	-0.0913550174716	ML56
22.0	-0.0889818745043	ML55
23.0	-0.0866087315369	ML54
24.0	-0.0842355885695	ML53
25.0	-0.0818624456021	ML52
26.0	-0.0794893026347	ML51
27.0	-0.0771161596673	ML50
28.0	-0.0747430166999	ML49
29.0	-0.0223698737325	ML48
30.0	-0.0699967307651	ML47
31.0	-0.0176235877977	ML46
32.0	-0.0152504448303	ML45
33.0	-0.0628773018629	ML44
34.0	-0.0105041588955	ML43
35.0	-0.0581310159281	ML42
36.0	-0.0557578729607	ML41
37.0	-0.00338472999335	ML40
38.0	-0.00101158702596	ML39
39.0	0.00136155594143	ML38
40.0	0.00373469890883	ML37
41.0	0.00610784187622	ML36
42.0	0.0584809848436	ML35
43.0	0.060854127811	ML34
44.0	0.0132272707784	ML33
45.0	0.0656004137458	ML32
46.0	-1.38202644329	ML31
47.0	0.0703466996806	ML29
48.0	0.022719842648	ML28
49.0	0.0250929856154	ML27
50.0	0.0274661285828	ML26
51.0	0.0798392715502	ML22
52.0	0.0822124145175	ML21
53.0	0.0845855574849	ML20
54.0	0.0869587004523	ML07
55.0	0.0393318434197	ML19
56.0	0.0417049863871	ML18
57.0	0.0440781293545	ML17
58.0	0.0464512723219	ML16
59.0	0.0988244152893	ML15
60.0	0.0511975582567	ML14
61.0	0.00357070122409	ML12
62.0	0.0559438441915	ML11
63.0	0.0583169871589	ML10
64.0	0.0606901301263	ML06
65.0	0.0630632730937	ML08
66.0	0.0654364160611	ML09
67.0	0.0678095590284	ML05
68.0	0.0701827019958	ML04
69.0	0.0725558449632	ML03
70.0	0.0749289879306	ML02
71.0	0.077302130898	ML01
