303_K06 2018/10/30 6697.17 -1.09044
308_K06 2018/11/04 1964.67 1.64891
322_K06 2018/11/18 5522.18 1.5845
354_K06 2018/12/20 5154.94 0.94946
363_K06 2018/12/29 1723.81 7.37844
006_K06 2019/01/06 1950.81 2.51791
026_K06 2019/01/26 2730.59 -0.95945
043_K06 2019/02/12 879.294 4.73631
048_K06 2019/02/17 2128.41 1.62692
069_K06 2019/03/10 5550.36 0.12945
126_K06 2019/05/06 2228.16 1.71432
150_K06 2019/05/30 5992.18 1.71297
166_K06 2019/06/15 6461.69 -0.5963
179_K06 2019/06/28 885.675 4.52109
188_K06 2019/07/07 2115.93 3.61245
192_K06 2019/07/11 2449.95 1.3971
208_K06 2019/07/27 2323.28 0.12783
212_K06 2019/07/31 4334 1.16734
236_K06 2019/08/24 4123.85 0.61916
244_K06 2019/09/01 5712.19 1.25416
