250_H36 2018/09/07 125.702 -15.3003
256_H36 2018/09/13 367.325 4.41781
263_H36 2018/09/20 654.595 2.86111
267_H36 2018/09/24 382.59 4.76547
299_H36 2018/10/26 870.944 5.14926
301_H36 2018/10/28 205.938 1.11702
302_H36 2018/10/29 406.516 -12.9895
302_H36 2018/10/29 402.776 -19.7948
303_H36 2018/10/30 268.626 -21.1818
312_H36 2018/11/08 283.912 3.02645
313_H36 2018/11/09 371.451 3.25467
318_H36 2018/11/14 259.304 -15.48
318_H36 2018/11/14 197.637 1.04806
346_H36 2018/12/12 245.328 -1.38775
001_H36 2019/01/01 395.966 2.4203
008_H36 2019/01/08 289.814 -4.713
009_H36 2019/01/09 299.366 -5.01072
020_H36 2019/01/20 463.599 6.70452
020_H36 2019/01/20 352.369 -0.1494
027_H36 2019/01/27 611.009 3.44706
043_H36 2019/02/12 842.299 5.10497
068_H36 2019/03/09 378.803 2.48461
074_H36 2019/03/15 136.826 -0.500193
086_H36 2019/03/27 132.186 -0.24298
087_H36 2019/03/28 130.893 0.332944
091_H36 2019/04/01 226.752 0.25425
100_H36 2019/04/10 374.921 1.22481
111_H36 2019/04/21 385.531 2.84332
112_H36 2019/04/22 245.237 -3.21962
161_H36 2019/06/10 297.64 -22.9092
161_H36 2019/06/10 862.684 -11.6427
164_H36 2019/06/13 245.307 -3.35797
165_H36 2019/06/14 445.095 4.70637
179_H36 2019/06/28 848.526 5.02118
180_H36 2019/06/29 396.543 4.11004
185_H36 2019/07/04 371.877 5.10045
194_H36 2019/07/13 369.326 5.08775
197_H36 2019/07/16 352.641 4.02515
202_H36 2019/07/21 339.272 3.75062
202_H36 2019/07/21 325.199 5.43415
202_H36 2019/07/21 324.42 5.54451
203_H36 2019/07/22 327.606 4.77736
203_H36 2019/07/22 319.987 -9.90544
205_H36 2019/07/24 465.249 -26.1223
205_H36 2019/07/24 360.942 -4.59493
207_H36 2019/07/26 327.242 -16.522
230_H36 2019/08/18 687.669 6.1499
234_H36 2019/08/22 699.025 4.74916
245_H36 2019/09/02 387.578 2.26511
245_H36 2019/09/02 368.76 4.90689
246_H36 2019/09/03 382.377 5.01193
252_H36 2019/09/09 362.793 -7.50268
257_H36 2019/09/14 421.22 4.15764
262_H36 2019/09/19 169.588 7.63208
