303_H33 2018/10/30 6654.5 0.7028
308_H33 2018/11/04 1930.55 2.632
322_H33 2018/11/18 5502.55 3.40868
354_H33 2018/12/20 5219.8 6.3097
363_H33 2018/12/29 1680.72 9.78576
006_H33 2019/01/06 1899.36 5.15932
026_H33 2019/01/26 2696.24 1.34054
043_H33 2019/02/12 942.075 6.24607
048_H33 2019/02/17 2091.17 3.68865
069_H33 2019/03/10 5531 2.29472
126_H33 2019/05/06 2174.88 4.0517
150_H33 2019/05/30 5970.1 4.04173
166_H33 2019/06/15 6429.7 1.5949
179_H33 2019/06/28 950.423 6.69292
188_H33 2019/07/07 2062.26 6.30358
192_H33 2019/07/11 2417.22 4.19565
208_H33 2019/07/27 2380.82 3.59206
212_H33 2019/07/31 4304.32 3.60855
236_H33 2019/08/24 4095.5 3.16038
244_H33 2019/09/01 5690.01 3.66032
