303_H36 2018/10/30 6717.58 -17.5384
308_H36 2018/11/04 1989.16 2.78352
322_H36 2018/11/18 5528.56 3.0745
354_H36 2018/12/20 5118.07 1.80573
363_H36 2018/12/29 1752.76 8.62201
006_H36 2019/01/06 1983.56 3.60973
026_H36 2019/01/26 2746.17 -0.70494
043_H36 2019/02/12 842.299 5.12197
048_H36 2019/02/17 2145.92 2.43874
069_H36 2019/03/10 5556.57 1.02328
126_H36 2019/05/06 2255.79 2.7908
150_H36 2019/05/30 5999.98 2.3611
166_H36 2019/06/15 6475.45 -0.3411
179_H36 2019/06/28 848.526 4.97518
188_H36 2019/07/07 2149.63 5.31573
192_H36 2019/07/11 2464.61 -16.3311
208_H36 2019/07/27 2293.21 0.61589
212_H36 2019/07/31 4346.51 1.6306
236_H36 2019/08/24 4135.57 0.58673
244_H36 2019/09/01 5720.08 1.43764
