250_K06 2018/09/07 142.114 0.40542
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
318_K06 2018/11/14 278.672 0.782426
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
318_K06 2018/11/14 278.672 0.782426
318_K06 2018/11/14 160.647 1.49638
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
318_K06 2018/11/14 278.672 0.782426
318_K06 2018/11/14 160.647 1.49638
346_K06 2018/12/12 253.469 -4.23524
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
318_K06 2018/11/14 278.672 0.782426
318_K06 2018/11/14 160.647 1.49638
346_K06 2018/12/12 253.469 -4.23524
001_K06 2019/01/01 424.49 0.624324
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
318_K06 2018/11/14 278.672 0.782426
318_K06 2018/11/14 160.647 1.49638
346_K06 2018/12/12 253.469 -4.23524
001_K06 2019/01/01 424.49 0.624324
008_K06 2019/01/08 299.134 -8.72577
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
318_K06 2018/11/14 278.672 0.782426
318_K06 2018/11/14 160.647 1.49638
346_K06 2018/12/12 253.469 -4.23524
001_K06 2019/01/01 424.49 0.624324
008_K06 2019/01/08 299.134 -8.72577
009_K06 2019/01/09 312.327 -9.14155
250_K06 2018/09/07 142.114 0.40542
256_K06 2018/09/13 391.963 2.75473
263_K06 2018/09/20 690.285 1.15072
267_K06 2018/09/24 400.668 2.57352
299_K06 2018/10/26 904.497 3.61486
301_K06 2018/10/28 169.93 -0.564486
302_K06 2018/10/29 433.816 3.61423
302_K06 2018/10/29 416.638 -4.20962
303_K06 2018/10/30 279.594 -6.72574
312_K06 2018/11/08 253.178 2.16059
313_K06 2018/11/09 385.272 0.823443
318_K06 2018/11/14 278.672 0.782426
318_K06 2018/11/14 160.647 1.49638
346_K06 2018/12/12 253.469 -4.23524
001_K06 2019/01/01 424.49 0.624324
